"","x"
"5597",NA
"5598",NA
"5599","CA"
"5600","CA"
"5601","SE"
"5602","CA"
"5603","AU"
"5604","NZ"
"5605","NZ"
"5606","NZ"
"5607","NZ"
"5608","NZ"
"5609","NZ"
"5610","NZ"
"5611","DK"
"5612","TH"
"5613","DK"
"5614",NA
"5615","TH"
"5616",NA
"5617","CA"
"5618",NA
"5619","CA"
"5620","ID"
"5621",NA
"5622","US"
"5623","US"
"5624","US"
"5625","US"
"5626","US"
"5627","US"
"5628","AR"
"5629","AU"
"5630",NA
"5631",NA
"5632",NA
"5633",NA
"5634",NA
"5635",NA
"5636",NA
"5637","US"
"5638","US"
"5639","NZ"
"5640","NZ"
"5641",NA
"5642",NA
"5643",NA
"5644","NZ"
"5645",NA
"5646",NA
"5647","IT"
"5648",NA
"5649","DE"
"5650","DE"
"5651","SE"
"5652","DE"
"5653",NA
"5654",NA
"5655",NA
"5656","US"
"5657","US"
"5658","US"
"5659","US"
"5660","US"
"5661","DE"
"5662","GB"
"5663","CA"
"5664","GB"
"5665","AU"
"5666","ZA"
"5667","CA"
"5668","CA"
"5669","GB"
"5670","GB"
"5671","GB"
"5672","NO"
"5673",NA
"5674",NA
"5675",NA
"5676",NA
"5677",NA
"5678",NA
"5679",NA
"5680","US"
"5681","US"
"5682","US"
"5683","US"
"5684","IN"
"5685","US"
"5686","AU"
"5687","AU"
"5688","AU"
"5689","AU"
"5690","AU"
"5691","AU"
"5692","BR"
"5693","GB"
"5694",NA
"5695","NO"
"5696","NO"
"5697",NA
"5698",NA
"5699","US"
"5700","CA"
"5701","CA"
"5702","CA"
"5703",NA
"5704",NA
"5705",NA
"5706",NA
"5707","CN"
"5708","DE"
"5709",NA
"5710",NA
"5711",NA
"5712",NA
"5713",NA
"5714","CA"
"5715","CA"
"5716","NZ"
"5717","NZ"
"5718","ZA"
"5719","CA"
"5720","CA"
"5721","CA"
"5722","CZ"
"5723",NA
"5724","CZ"
"5725","UG"
"5726","UG"
"5727","RW"
"5728","BI"
"5729","UG"
"5730","UG"
"5731",NA
"5732",NA
"5733","ES"
"5734","ES"
"5735","ES"
"5736","ES"
"5737",NA
"5738",NA
"5739",NA
"5740",NA
"5741",NA
"5742",NA
"5743","AU"
"5744","AU"
"5745","AU"
"5746","AU"
"5747","AU"
"5748","AU"
"5749","AU"
"5750","AU"
"5751",NA
"5752",NA
"5753","US"
"5754","GB"
"5755","GB"
"5756","US"
"5757","GB"
"5758",NA
"5759","GY"
"5760","AU"
"5761","GY"
"5762",NA
"5763","GB"
"5764","GB"
"5765","GB"
"5766","FR"
"5767","GF"
"5768","GB"
"5769","GB"
"5770","FR"
"5771",NA
"5772","DE"
"5773","DE"
"5774",NA
"5775","GB"
"5776","ZA"
"5777","ZA"
"5778","US"
"5779","US"
"5780","US"
"5781","US"
"5782","GB"
"5783","GB"
"5784","ET"
"5785","MY"
"5786","FR"
"5787",NA
"5788","EE"
"5789","CZ"
"5790","EE"
"5791","EE"
"5792","CL"
"5793","CL"
"5794","CL"
"5795","GB"
"5796","GB"
"5797","EC"
"5798","EC"
"5799",NA
"5800",NA
"5801","US"
"5802","US"
"5803","US"
"5804","US"
"5805","JP"
"5806","JP"
"5807","MY"
"5808","MY"
"5809","JP"
"5810","JP"
"5811","JP"
"5812",NA
"5813","AU"
"5814","AU"
"5815","MX"
"5816","MX"
"5817","BE"
"5818",NA
"5819","AU"
"5820","AU"
"5821","AU"
"5822","AU"
"5823",NA
"5824","AU"
"5825","AU"
"5826","AU"
"5827","NL"
"5828","NL"
"5829","DK"
"5830","NL"
"5831","GB"
"5832",NA
"5833","DE"
"5834","GB"
"5835","ID"
"5836","GB"
"5837","NL"
"5838","GB"
"5839","GB"
"5840","US"
"5841","US"
"5842",NA
"5843","US"
"5844","MX"
"5845","MX"
"5846","MX"
"5847","MX"
"5848","MX"
"5849","US"
"5850","US"
"5851","NL"
"5852","NL"
"5853","ES"
"5854","ES"
"5855","SE"
"5856","ES"
"5857","CA"
"5858","US"
"5859","US"
"5860","US"
"5861",NA
"5862","US"
"5863","US"
"5864","US"
"5865","US"
"5866","US"
"5867","US"
"5868","US"
"5869","US"
"5870","US"
"5871","US"
"5872","US"
"5873","AU"
"5874","US"
"5875",NA
"5876",NA
"5877",NA
"5878",NA
"5879",NA
"5880",NA
"5881","AU"
"5882","AU"
"5883","IN"
"5884","IN"
"5885","IN"
"5886","IN"
"5887","IN"
"5888","IN"
"5889","IN"
"5890","IN"
"5891","IN"
"5892","IN"
"5893",NA
"5894",NA
"5895",NA
"5896","AU"
"5897",NA
"5898","AU"
"5899",NA
"5900",NA
"5901","SE"
"5902","SE"
"5903","SE"
"5904","SE"
"5905","SE"
"5906","SE"
"5907","DK"
"5908","GB"
"5909","US"
"5910","US"
"5911","DE"
"5912","DE"
"5913","ES"
"5914","DK"
"5915","ES"
"5916","ES"
"5917","US"
"5918","US"
"5919",NA
"5920","US"
"5921","AU"
"5922","AU"
"5923","AU"
"5924","AU"
"5925","KH"
"5926",NA
"5927",NA
"5928",NA
"5929",NA
"5930",NA
"5931",NA
"5932",NA
"5933",NA
"5934",NA
"5935","PK"
"5936","PK"
"5937","PK"
"5938","US"
"5939","AU"
"5940","AU"
"5941","AU"
"5942","AU"
"5943","US"
"5944","US"
"5945","US"
"5946",NA
"5947","US"
"5948","US"
"5949",NA
"5950",NA
"5951","NZ"
"5952","US"
"5953","US"
"5954","US"
"5955","US"
"5956","US"
"5957","US"
"5958","US"
"5959","US"
"5960","GB"
"5961",NA
"5962","GB"
"5963","GB"
"5964","US"
"5965",NA
"5966",NA
"5967","US"
"5968","US"
"5969","ZA"
"5970","ZA"
"5971",NA
"5972",NA
"5973","CA"
"5974","CA"
"5975","CA"
"5976","CA"
"5977","CA"
"5978","US"
"5979","NZ"
"5980","AU"
"5981","AU"
"5982",NA
"5983",NA
"5984",NA
"5985","BD"
"5986","TH"
"5987","TH"
"5988","TH"
"5989",NA
"5990","US"
"5991","US"
"5992","BO"
"5993","BO"
"5994","BO"
"5995","BO"
"5996","FR"
"5997","BO"
"5998","BO"
"5999","FR"
"6000","FR"
"6001",NA
"6002","US"
"6003","AU"
"6004","GB"
"6005","GB"
"6006","AU"
"6007",NA
"6008",NA
"6009","SE"
"6010","AU"
"6011","SE"
"6012","SE"
"6013","NL"
"6014","DK"
"6015","SE"
"6016","SE"
"6017","CA"
"6018","CA"
"6019","CA"
"6020","GB"
"6021","US"
"6022","AU"
"6023","AU"
"6024","DE"
"6025","GB"
"6026","AU"
"6027","AU"
"6028","AU"
"6029","GB"
"6030","BE"
"6031","BE"
"6032","DE"
"6033","NO"
"6034","NO"
"6035","BE"
"6036","SG"
"6037","FI"
"6038","IT"
"6039","DE"
"6040","BE"
"6041","FI"
"6042","SK"
"6043","DE"
"6044","PT"
"6045","ID"
"6046","GB"
"6047",NA
"6048","BE"
"6049","PT"
"6050","FI"
"6051",NA
"6052",NA
"6053",NA
"6054",NA
"6055",NA
"6056",NA
"6057",NA
"6058",NA
"6059",NA
"6060",NA
"6061",NA
"6062","CA"
"6063","CA"
"6064","IT"
"6065","AR"
"6066","ET"
"6067","BR"
"6068","AU"
"6069","DE"
"6070","GB"
"6071","GB"
"6072","GB"
"6073","GB"
"6074",NA
"6075","US"
"6076","CA"
"6077","CA"
"6078","GB"
"6079","AU"
"6080","AU"
"6081","AU"
"6082",NA
"6083",NA
"6084",NA
"6085",NA
"6086",NA
"6087",NA
"6088",NA
"6089",NA
"6090",NA
"6091",NA
"6092",NA
"6093",NA
"6094","US"
"6095","ES"
"6096","PL"
"6097","HR"
"6098","HR"
"6099","HR"
"6100",NA
"6101","GB"
"6102","GB"
"6103","GB"
"6104","FI"
"6105","FI"
"6106","US"
"6107",NA
"6108","SE"
"6109",NA
"6110",NA
"6111","AU"
"6112","AU"
"6113","AU"
"6114","SE"
"6115","SE"
"6116","JP"
"6117","SE"
"6118","SE"
"6119","FR"
"6120","FR"
"6121","AU"
"6122","AU"
"6123",NA
"6124","AU"
"6125","AU"
"6126",NA
"6127","US"
"6128","US"
"6129","BR"
"6130","NO"
"6131","NO"
"6132","MK"
"6133","MK"
"6134","MK"
"6135","MK"
"6136","MK"
"6137","CH"
"6138","CH"
"6139","CA"
"6140","CA"
"6141","CA"
"6142","CA"
"6143","FI"
"6144","FI"
"6145","ES"
"6146","ES"
"6147","US"
"6148",NA
"6149",NA
"6150",NA
"6151",NA
"6152","GB"
"6153","CL"
"6154",NA
"6155","US"
"6156","CL"
"6157","CL"
"6158","CL"
"6159","CL"
"6160","CL"
"6161","CL"
"6162","CL"
"6163","CL"
"6164","NL"
"6165","NL"
"6166","PH"
"6167","ID"
"6168","NL"
"6169","AU"
"6170","AU"
"6171","GB"
"6172","ES"
"6173","US"
"6174","EE"
"6175","IT"
"6176","GB"
"6177","GB"
"6178","US"
"6179",NA
"6180",NA
"6181","BO"
"6182","BO"
"6183",NA
"6184","BO"
"6185",NA
"6186","CH"
"6187","CH"
"6188","CH"
"6189",NA
"6190",NA
"6191",NA
"6192",NA
"6193",NA
"6194",NA
"6195","ES"
"6196","GB"
"6197","GB"
"6198","GB"
"6199","MX"
"6200","US"
"6201","US"
"6202","DE"
"6203","US"
"6204","US"
"6205","GB"
"6206","GB"
"6207","DE"
"6208","US"
"6209","IT"
"6210","IT"
"6211","GB"
"6212","US"
"6213","US"
"6214","CH"
"6215","GB"
"6216","BR"
"6217","BR"
"6218","PE"
"6219","PE"
"6220","US"
"6221","US"
"6222","US"
"6223","US"
"6224","BR"
"6225","GB"
"6226","US"
"6227","AU"
"6228","CI"
"6229","CN"
"6230","GB"
"6231",NA
"6232","CO"
"6233","CA"
"6234","CA"
"6235",NA
"6236","US"
"6237","ES"
"6238","US"
"6239","KE"
"6240","GB"
"6241","KE"
"6242","US"
"6243","KE"
"6244","DE"
"6245","BR"
"6246","US"
"6247","US"
"6248","US"
"6249","ES"
"6250","ES"
"6251","US"
"6252","US"
"6253","US"
"6254","AU"
"6255",NA
"6256","US"
"6257","PT"
"6258","PT"
"6259","PT"
"6260","PT"
"6261","PT"
"6262","PT"
"6263","PT"
"6264","FR"
"6265","NL"
"6266",NA
"6267",NA
"6268","US"
"6269","US"
"6270","US"
"6271","AU"
"6272",NA
"6273",NA
"6274","US"
"6275",NA
"6276","US"
"6277",NA
"6278",NA
"6279","ID"
"6280",NA
"6281","ID"
"6282",NA
"6283",NA
"6284",NA
"6285","ID"
"6286","US"
"6287",NA
"6288","ID"
"6289",NA
"6290","ES"
"6291","US"
"6292","US"
"6293","US"
"6294","US"
"6295","US"
"6296","US"
"6297","US"
"6298","US"
"6299","US"
"6300","US"
"6301","US"
"6302","US"
"6303","US"
"6304","US"
"6305","US"
"6306","US"
"6307",NA
"6308","ET"
"6309",NA
"6310","TZ"
"6311","TZ"
"6312",NA
"6313",NA
"6314",NA
"6315",NA
"6316",NA
"6317",NA
"6318","SE"
"6319","SE"
"6320","SE"
"6321","CA"
"6322","AR"
"6323","AR"
"6324","GB"
"6325","NZ"
"6326",NA
"6327",NA
"6328",NA
"6329",NA
"6330","BR"
"6331","BR"
"6332","US"
"6333","BR"
"6334","BR"
"6335","BR"
"6336","ES"
"6337","ES"
"6338","ES"
"6339","CL"
"6340","ES"
"6341","ES"
"6342",NA
"6343","ES"
"6344","AU"
"6345","AU"
"6346","CA"
"6347","CA"
"6348","NL"
"6349","KE"
"6350","NL"
"6351","NL"
"6352","CA"
"6353","CA"
"6354","PR"
"6355","US"
"6356","US"
"6357","US"
"6358","US"
"6359","GB"
"6360","GB"
"6361",NA
"6362","DE"
"6363","DE"
"6364","MX"
"6365","CA"
"6366","CZ"
"6367","US"
"6368","LY"
"6369","LY"
"6370","IT"
"6371",NA
"6372",NA
"6373",NA
"6374",NA
"6375",NA
"6376","RU"
"6377","EC"
"6378","DE"
"6379","GB"
"6380","GB"
"6381","GB"
"6382","GB"
"6383","GB"
"6384",NA
"6385",NA
"6386",NA
"6387",NA
"6388",NA
"6389",NA
"6390",NA
"6391",NA
"6392",NA
"6393",NA
"6394",NA
"6395",NA
"6396",NA
"6397",NA
"6398",NA
"6399",NA
"6400",NA
"6401",NA
"6402",NA
"6403",NA
"6404",NA
"6405",NA
"6406",NA
"6407",NA
"6408",NA
"6409",NA
"6410",NA
"6411",NA
"6412",NA
"6413",NA
"6414",NA
"6415",NA
"6416",NA
"6417",NA
"6418",NA
"6419",NA
"6420",NA
"6421",NA
"6422",NA
"6423",NA
"6424",NA
"6425",NA
"6426",NA
"6427",NA
"6428",NA
"6429",NA
"6430",NA
"6431",NA
"6432",NA
"6433","AU"
"6434","AU"
"6435","AU"
"6436","AU"
"6437","SE"
"6438","SE"
"6439","SE"
"6440",NA
"6441",NA
"6442",NA
"6443",NA
"6444","IL"
"6445","IT"
"6446","NZ"
"6447","US"
"6448","GB"
"6449","IT"
"6450","DE"
"6451","NZ"
"6452","NO"
"6453","ES"
"6454","IT"
"6455",NA
"6456",NA
"6457","IT"
"6458","EE"
"6459","LT"
"6460","IT"
"6461","US"
"6462","US"
"6463","IT"
"6464",NA
"6465",NA
"6466",NA
"6467",NA
"6468",NA
"6469",NA
"6470","ES"
"6471","ES"
"6472","ES"
"6473","DE"
"6474","DE"
"6475","DE"
"6476","DE"
"6477","ES"
"6478","ES"
"6479","ES"
"6480","ES"
"6481","ES"
"6482","ES"
"6483","MA"
"6484","MA"
"6485",NA
"6486","AU"
"6487","GB"
"6488",NA
"6489","PT"
"6490","GB"
"6491","GB"
"6492","PT"
"6493","PL"
"6494","GB"
"6495","GB"
"6496","GB"
"6497","GB"
"6498","PT"
"6499","GB"
"6500","SE"
"6501","SE"
"6502","SE"
"6503","SE"
"6504","SE"
"6505",NA
"6506","AU"
"6507","AU"
"6508","AU"
"6509","AU"
"6510","SE"
"6511","SE"
"6512","ES"
"6513","ES"
"6514","ES"
"6515","PL"
"6516","PL"
"6517","PL"
"6518","PL"
"6519","PL"
"6520","AU"
"6521","US"
"6522",NA
"6523","CZ"
"6524","AT"
"6525","CZ"
"6526","IE"
"6527","FR"
"6528","CH"
"6529","CH"
"6530","ID"
"6531","JP"
"6532","JP"
"6533","CN"
"6534","AR"
"6535","AR"
"6536","AR"
"6537","GB"
"6538",NA
"6539",NA
"6540","IN"
"6541","IN"
"6542","IN"
"6543",NA
"6544","HU"
"6545","HU"
"6546","HU"
"6547","HU"
"6548","SE"
"6549","SE"
"6550","SE"
"6551",NA
"6552","SE"
"6553","BR"
"6554","BR"
"6555","BR"
"6556","IT"
"6557","BR"
"6558","CA"
"6559","CA"
"6560","BA"
"6561","CA"
"6562","CA"
"6563","CA"
"6564","US"
"6565","BA"
"6566",NA
"6567","CA"
"6568","ES"
"6569","EC"
"6570",NA
"6571","AU"
"6572","EE"
"6573","AU"
"6574","AU"
"6575","HU"
"6576","HU"
"6577","HU"
"6578","HU"
"6579","RO"
"6580","AU"
"6581","AU"
"6582","AU"
"6583","AU"
"6584","US"
"6585","GB"
"6586","AU"
"6587","IT"
"6588","IT"
"6589",NA
"6590",NA
"6591",NA
"6592",NA
"6593",NA
"6594","RW"
"6595",NA
"6596","RW"
"6597","RW"
"6598","RW"
"6599",NA
"6600",NA
"6601",NA
"6602",NA
"6603","EC"
"6604","EC"
"6605","EC"
"6606","DK"
"6607","GB"
"6608","US"
"6609","DE"
"6610","JP"
"6611","JP"
"6612","JP"
"6613","NZ"
"6614","NZ"
"6615","NZ"
"6616","NZ"
"6617","AU"
"6618","AU"
"6619","AU"
"6620","AU"
"6621","AU"
"6622","AU"
"6623","AU"
"6624","AU"
"6625","AU"
"6626","AU"
"6627","AU"
"6628",NA
"6629","FR"
"6630","US"
"6631","US"
"6632",NA
"6633","US"
"6634","US"
"6635","BR"
"6636",NA
"6637",NA
"6638","US"
"6639","US"
"6640","BE"
"6641","BE"
"6642","BE"
"6643","BE"
"6644","FR"
"6645","ES"
"6646",NA
"6647","GB"
"6648","GB"
"6649",NA
"6650","DE"
"6651","GB"
"6652","FI"
"6653","LT"
"6654","FI"
"6655","BA"
"6656","RS"
"6657","RS"
"6658","RS"
"6659","RS"
"6660","RS"
"6661","RS"
"6662","RS"
"6663","FR"
"6664","FR"
"6665","FR"
"6666","FR"
"6667","FR"
"6668","FR"
"6669","FR"
"6670","FR"
"6671","FR"
"6672","NE"
"6673","FR"
"6674","FR"
"6675","NE"
"6676","FR"
"6677","FR"
"6678","NE"
"6679","FR"
"6680","FR"
"6681","FR"
"6682","GB"
"6683","GB"
"6684","GB"
"6685","GB"
"6686",NA
"6687","CH"
"6688","CH"
"6689","DE"
"6690","GB"
"6691","MW"
"6692","GB"
"6693","NA"
"6694","ZM"
"6695",NA
"6696","ZA"
"6697","NA"
"6698","MW"
"6699","MZ"
"6700","MZ"
"6701",NA
"6702","ZM"
"6703",NA
"6704",NA
"6705",NA
"6706",NA
"6707",NA
"6708",NA
"6709",NA
"6710",NA
"6711",NA
"6712","SE"
"6713","SE"
"6714","US"
"6715","SE"
"6716","IN"
"6717","AU"
"6718","AU"
"6719","SE"
"6720",NA
"6721",NA
"6722",NA
"6723",NA
"6724",NA
"6725",NA
"6726",NA
"6727",NA
"6728",NA
"6729",NA
"6730","US"
"6731",NA
"6732","US"
"6733","US"
"6734","US"
"6735","JP"
"6736","JP"
"6737","JP"
"6738","JP"
"6739","JP"
"6740",NA
"6741","NL"
"6742","NL"
"6743",NA
"6744","IT"
"6745","IT"
"6746","IT"
"6747","IL"
"6748","DE"
"6749","LT"
"6750","LT"
"6751","LT"
"6752","EE"
"6753","ZA"
"6754","ZA"
"6755","GB"
"6756","GB"
"6757","GB"
"6758","GB"
"6759","CA"
"6760","SE"
"6761","SE"
"6762",NA
"6763","SE"
"6764","CA"
"6765",NA
"6766","CA"
"6767","CA"
"6768",NA
"6769","CA"
"6770","CA"
"6771",NA
"6772","SE"
"6773","SE"
"6774","NL"
"6775","NL"
"6776","NL"
"6777","HR"
"6778","SI"
"6779","RO"
"6780","HR"
"6781",NA
"6782","RS"
"6783","MD"
"6784","HR"
"6785","HR"
"6786","AL"
"6787","HR"
"6788","XK"
"6789","HR"
"6790","BA"
"6791","BA"
"6792","HR"
"6793","MK"
"6794","ME"
"6795","RS"
"6796","HR"
"6797","CA"
"6798","CA"
"6799","IN"
"6800","DE"
"6801",NA
"6802",NA
"6803","BE"
"6804","BE"
"6805","CD"
"6806","GB"
"6807","RS"
"6808","RS"
"6809","ES"
"6810","ES"
"6811","ES"
"6812","LT"
"6813","LT"
"6814","LT"
"6815","LT"
"6816","LT"
"6817","LT"
"6818","LT"
"6819","LT"
"6820","LT"
"6821","FI"
"6822","GB"
"6823","GB"
"6824","PY"
"6825","US"
"6826","KZ"
"6827",NA
"6828","US"
"6829","US"
"6830",NA
"6831","ES"
"6832",NA
"6833",NA
"6834","NL"
"6835","NL"
"6836","NL"
"6837","CO"
"6838","NL"
"6839",NA
"6840",NA
"6841",NA
"6842","GB"
"6843","ES"
"6844","ES"
"6845","ES"
"6846",NA
"6847",NA
"6848","ZA"
"6849","US"
"6850","US"
"6851","US"
"6852","US"
"6853","US"
"6854",NA
"6855","GB"
"6856","NL"
"6857","CH"
"6858","FI"
"6859","FI"
"6860","FI"
"6861","FI"
"6862","FI"
"6863","FI"
"6864","FI"
"6865","GB"
"6866","GB"
"6867","US"
"6868","NL"
"6869","NL"
"6870","NL"
"6871","DE"
"6872","NO"
"6873","CA"
"6874","NL"
"6875","DE"
"6876","DE"
"6877","DE"
"6878","ES"
"6879","DE"
"6880","DE"
"6881","GB"
"6882","DE"
"6883","DE"
"6884","DE"
"6885","DE"
"6886","DE"
"6887","AU"
"6888","DE"
"6889","DE"
"6890","DE"
"6891",NA
"6892",NA
"6893",NA
"6894",NA
"6895",NA
"6896",NA
"6897",NA
"6898","HK"
"6899","US"
"6900",NA
"6901",NA
"6902","DE"
"6903",NA
"6904","US"
"6905","ZW"
"6906","GH"
"6907","ZW"
"6908","ZW"
"6909","NL"
"6910","ES"
"6911","ES"
"6912","ES"
"6913","ES"
"6914","US"
"6915",NA
"6916","US"
"6917","US"
"6918","NL"
"6919","BR"
"6920","BR"
"6921","BR"
"6922","BR"
"6923","BR"
"6924","BJ"
"6925","NL"
"6926","NL"
"6927","GB"
"6928","GB"
"6929","GB"
"6930","GB"
"6931","GB"
"6932","GB"
"6933","GB"
"6934","CA"
"6935","CA"
"6936",NA
"6937","US"
"6938","CA"
"6939","KE"
"6940","KE"
"6941","KE"
"6942","KE"
"6943","CN"
"6944","CN"
"6945","CN"
"6946","CN"
"6947","CN"
"6948","CN"
"6949","CN"
"6950","CN"
"6951","CN"
"6952","ID"
"6953",NA
"6954","ID"
"6955","ID"
"6956","ID"
"6957","ZA"
"6958","ZA"
"6959","CA"
"6960","CM"
"6961","NL"
"6962","NL"
"6963","CA"
"6964","US"
"6965","CA"
"6966","CA"
"6967","GB"
"6968","GB"
"6969","GB"
"6970","GB"
"6971","ET"
"6972","DE"
"6973",NA
"6974",NA
"6975",NA
"6976",NA
"6977","VN"
"6978","DE"
"6979","AU"
"6980","AU"
"6981","PT"
"6982","PT"
"6983","PT"
"6984","PT"
"6985","PT"
"6986","PT"
"6987","AU"
"6988","AU"
"6989","AU"
"6990",NA
"6991",NA
"6992",NA
"6993",NA
"6994",NA
"6995","IN"
"6996","IN"
"6997","IN"
"6998","IN"
"6999",NA
"7000",NA
"7001",NA
"7002",NA
"7003",NA
"7004","CH"
"7005","CH"
"7006","CH"
"7007",NA
"7008","ID"
"7009","ID"
"7010","ID"
"7011","ID"
"7012","DK"
"7013",NA
"7014",NA
"7015",NA
"7016",NA
"7017",NA
"7018",NA
"7019",NA
"7020","CA"
"7021","CA"
"7022","CA"
"7023","CA"
"7024",NA
"7025",NA
"7026","CH"
"7027",NA
"7028","CH"
"7029",NA
"7030","PL"
"7031",NA
"7032",NA
"7033",NA
"7034",NA
"7035","FI"
"7036","FI"
"7037","FI"
"7038","FI"
"7039","NL"
"7040","NL"
"7041","GB"
"7042","GB"
"7043","GB"
"7044","US"
"7045","US"
"7046","AU"
"7047","GB"
"7048","CA"
"7049","GB"
"7050","US"
"7051","CA"
"7052","ZA"
"7053","IN"
"7054","GB"
"7055","GB"
"7056","ES"
"7057",NA
"7058",NA
"7059","US"
"7060","US"
"7061","IT"
"7062","US"
"7063",NA
"7064",NA
"7065",NA
"7066","DE"
"7067","DE"
"7068","DE"
"7069",NA
"7070",NA
"7071",NA
"7072",NA
"7073",NA
"7074",NA
"7075",NA
"7076",NA
"7077","DE"
"7078","LU"
"7079","DE"
"7080","ES"
"7081","GR"
"7082","DE"
"7083","CL"
"7084","DE"
"7085","CA"
"7086","CA"
"7087","ID"
"7088","BO"
"7089","ID"
"7090","CN"
"7091","CN"
"7092","ID"
"7093","CN"
"7094","ID"
"7095","SE"
"7096","SE"
"7097","SE"
"7098","US"
"7099","US"
"7100","US"
"7101","US"
"7102","US"
"7103","US"
"7104","US"
"7105","ES"
"7106","ES"
"7107","ES"
"7108","ES"
"7109","ES"
"7110","ES"
"7111","ES"
"7112","US"
"7113","US"
"7114","US"
"7115","US"
"7116",NA
"7117",NA
"7118",NA
"7119","GT"
"7120","NO"
"7121","BE"
"7122","SE"
"7123","GT"
"7124",NA
"7125",NA
"7126",NA
"7127",NA
"7128",NA
"7129",NA
"7130",NA
"7131",NA
"7132",NA
"7133",NA
"7134","CA"
"7135","CA"
"7136","ES"
"7137","MX"
"7138","ES"
"7139","MX"
"7140","ES"
"7141","ES"
"7142","ES"
"7143","ES"
"7144","AT"
"7145","ES"
"7146","ES"
"7147","ES"
"7148","ES"
"7149","ES"
"7150","ES"
"7151","ES"
"7152","ES"
"7153","ES"
"7154","ES"
"7155","FI"
"7156","ES"
"7157","ES"
"7158","ES"
"7159","GB"
"7160","GB"
"7161","TH"
"7162","ES"
"7163","ES"
"7164","IN"
"7165","ES"
"7166","IN"
"7167","IN"
"7168","ES"
"7169",NA
"7170","ES"
"7171","ES"
"7172","ES"
"7173","ES"
"7174","ES"
"7175","ES"
"7176","BR"
"7177","BR"
"7178","MX"
"7179","MX"
"7180","MX"
"7181","MX"
"7182","CA"
"7183","CA"
"7184","CA"
"7185","EC"
"7186","BR"
"7187","EC"
"7188","EC"
"7189","EC"
"7190",NA
"7191","EC"
"7192","ES"
"7193","ES"
"7194","ES"
"7195","DE"
"7196","CA"
"7197","CA"
"7198","CA"
"7199","US"
"7200","BR"
"7201","BR"
"7202","BR"
"7203","CA"
"7204","CA"
"7205",NA
"7206","CA"
"7207",NA
"7208","CA"
"7209","CA"
"7210","NZ"
"7211","US"
"7212","TZ"
"7213","NO"
"7214",NA
"7215",NA
"7216","NZ"
"7217","NZ"
"7218","NZ"
"7219","NZ"
"7220","NZ"
"7221","NZ"
"7222",NA
"7223","DE"
"7224","ES"
"7225","FI"
"7226","ES"
"7227","NL"
"7228","US"
"7229","ES"
"7230","US"
"7231","IE"
"7232","IE"
"7233","FR"
"7234","DE"
"7235","US"
"7236","KE"
"7237","LK"
"7238","LK"
"7239","KE"
"7240","GB"
"7241",NA
"7242","GB"
"7243","GB"
"7244","US"
"7245","US"
"7246","US"
"7247","US"
"7248","EG"
"7249","DE"
"7250","US"
"7251","US"
"7252","US"
"7253","FR"
"7254","BO"
"7255","US"
"7256","US"
"7257","PE"
"7258","US"
"7259","US"
"7260","US"
"7261","US"
"7262","US"
"7263","US"
"7264","US"
"7265","BR"
"7266","BR"
"7267","BR"
"7268","BR"
"7269","BR"
"7270","BR"
"7271","BR"
"7272","SE"
"7273","BR"
"7274","SE"
"7275","CA"
"7276","ES"
"7277","ES"
"7278","ES"
"7279","SE"
"7280","NO"
"7281","ES"
"7282","ES"
"7283","MX"
"7284","ET"
"7285","PK"
"7286","GB"
"7287","PK"
"7288","GB"
"7289","GR"
"7290","GR"
"7291","GR"
"7292","BR"
"7293","BR"
"7294","BR"
"7295","BR"
"7296",NA
"7297",NA
"7298","CA"
"7299","CA"
"7300","CA"
"7301",NA
"7302","US"
"7303","US"
"7304","US"
"7305","US"
"7306","US"
"7307","US"
"7308","IR"
"7309","IR"
"7310","GR"
"7311","CN"
"7312","CN"
"7313","CN"
"7314","CN"
"7315","JP"
"7316","SE"
"7317","SE"
"7318","US"
"7319","US"
"7320","US"
"7321","US"
"7322","FR"
"7323",NA
"7324",NA
"7325","FR"
"7326","FR"
"7327","AU"
"7328","AU"
"7329","AU"
"7330","AU"
"7331","AU"
"7332","AU"
"7333","AU"
"7334","CO"
"7335","GB"
"7336",NA
"7337","CN"
"7338","CN"
"7339",NA
"7340",NA
"7341",NA
"7342",NA
"7343","TH"
"7344","TH"
"7345","TH"
"7346",NA
"7347",NA
"7348",NA
"7349",NA
"7350",NA
"7351",NA
"7352",NA
"7353",NA
"7354",NA
"7355","FI"
"7356","NO"
"7357","FI"
"7358","FI"
"7359","NO"
"7360","FI"
"7361","FI"
"7362","FI"
"7363","US"
"7364","AT"
"7365","AT"
"7366","PH"
"7367","KR"
"7368","KR"
"7369","PH"
"7370","PH"
"7371","PH"
"7372","PH"
"7373","PH"
"7374",NA
"7375",NA
"7376","GB"
"7377","CA"
"7378",NA
"7379",NA
"7380",NA
"7381",NA
"7382",NA
"7383","FI"
"7384","US"
"7385","US"
"7386","US"
"7387","US"
"7388","US"
"7389","US"
"7390","US"
"7391","AU"
"7392","AU"
"7393","AU"
"7394","CA"
"7395","CA"
"7396","CA"
"7397","CA"
"7398","LV"
"7399","AU"
"7400",NA
"7401",NA
"7402","AU"
"7403","AU"
"7404","AU"
"7405","AU"
"7406","AU"
"7407","AU"
"7408","US"
"7409","US"
"7410","NZ"
"7411","AU"
"7412",NA
"7413","AU"
"7414","AU"
"7415","AU"
"7416",NA
"7417",NA
"7418","US"
